		1996	1996	1996	1996	1996	1996	1998	1998	1998	1998	1998	1998	2000	2000	2000	2000	2000	2000	2002	2002	2002	2002	2002	2002	2003	2003	2003	2003	2003	2003	2004	2004	2004	2004	2004	2004	2005	2005	2005	2005	2005	2005	2006	2006	2006	2006	2006	2006	2007	2007	2007	2007	2007	2007	2008	2008	2008	2008	2008	2008	2009	2009	2009	2009	2009	2009	2010	2010	2010	2010	2010	2010	2011	2011	2011	2011	2011	2011	2012	2012	2012	2012	2012	2012	2013	2013	2013	2013	2013	2013	2014	2014	2014	2014	2014	2014	2015	2015	2015	2015	2015	2015	2016	2016	2016	2016	2016	2016	2017	2017	2017	2017	2017	2017	2018	2018	2018	2018	2018	2018	2019	2019	2019	2019	2019	2019
Country/Territory	Code	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper	Estimate	StdErr	NumSrc	Rank	Lower	Upper
Niue	NIU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.58	0.60	1.00	33.01	0.48	69.38	-0.46	0.60	1.00	39.52	2.38	71.90	-0.44	0.60	1.00	40.28	2.37	71.56	-0.44	0.62	1.00	40.76	0.95	72.04	-0.42	0.68	1.00	40.76	0.47	73.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Netherlands	NLD	2.08	0.21	6.00	96.77	93.01	100.00	2.15	0.19	6.00	97.42	92.27	100.00	2.21	0.20	6.00	96.95	93.40	100.00	2.12	0.18	6.00	96.46	92.42	99.49	2.05	0.19	6.00	95.96	91.92	98.99	2.00	0.17	7.00	95.61	91.71	98.05	1.97	0.17	7.00	96.10	92.68	98.54	2.05	0.18	8.00	96.10	92.20	99.02	2.17	0.19	8.00	97.09	93.20	100.00	2.12	0.18	8.00	96.60	93.20	100.00	2.13	0.17	9.00	97.61	93.78	99.52	2.14	0.17	9.00	97.62	93.81	100.00	2.12	0.16	10.00	97.16	94.31	99.53	2.12	0.15	10.00	96.21	94.31	99.53	2.05	0.15	10.00	96.21	93.84	98.10	1.99	0.14	9.00	95.67	93.27	98.56	1.88	0.14	9.00	94.71	92.31	97.12	1.91	0.15	10.00	94.71	92.79	97.60	1.87	0.13	10.00	95.19	92.31	97.12	2.01	0.14	10.00	96.15	92.31	100.00	2.00	0.16	9.00	96.63	92.79	100.00
Norway	NOR	2.14	0.21	6.00	98.39	93.01	100.00	2.22	0.19	6.00	98.45	93.30	100.00	2.19	0.20	6.00	96.45	92.89	100.00	2.17	0.18	6.00	96.97	92.42	100.00	2.07	0.19	6.00	96.46	92.42	98.99	1.94	0.17	7.00	95.12	91.71	98.05	2.01	0.17	7.00	96.59	92.68	99.02	2.13	0.16	9.00	97.07	93.66	99.02	1.99	0.17	9.00	94.66	91.75	98.54	1.91	0.16	9.00	94.66	91.75	97.09	1.99	0.17	9.00	95.22	92.82	99.04	2.09	0.17	9.00	97.14	93.33	100.00	2.15	0.16	10.00	97.63	94.31	100.00	2.26	0.15	10.00	98.58	95.73	100.00	2.29	0.15	10.00	99.05	96.21	100.00	2.23	0.14	10.00	99.04	95.67	100.00	2.24	0.14	10.00	99.04	95.67	100.00	2.20	0.15	9.00	98.56	95.19	100.00	2.24	0.14	9.00	99.52	96.63	100.00	2.09	0.15	9.00	97.60	94.71	100.00	2.07	0.16	8.00	97.12	93.75	100.00
Nepal	NPL	-0.64	0.34	2.00	31.72	7.53	53.76	-0.74	0.30	3.00	29.90	7.22	46.91	-0.67	0.27	4.00	30.96	10.15	48.22	-0.36	0.29	4.00	43.94	24.75	60.61	-0.46	0.24	6.00	40.40	21.21	56.57	-0.87	0.19	8.00	20.98	10.24	34.63	-0.74	0.19	8.00	24.39	14.15	42.44	-0.69	0.20	10.00	28.78	16.59	40.98	-0.79	0.20	10.00	22.82	10.68	37.86	-0.81	0.20	10.00	21.84	11.17	37.86	-0.70	0.17	12.00	25.84	17.70	40.19	-0.69	0.17	13.00	27.62	16.67	41.43	-0.78	0.16	13.00	23.22	15.64	36.97	-0.81	0.16	13.00	22.75	12.80	35.07	-0.69	0.15	13.00	28.44	18.01	39.81	-0.59	0.15	12.00	33.17	21.63	46.63	-0.58	0.16	12.00	32.21	20.67	46.63	-0.80	0.16	11.00	22.12	12.50	32.69	-0.75	0.16	11.00	23.56	14.42	38.94	-0.67	0.15	11.00	27.40	16.35	39.42	-0.67	0.15	11.00	27.40	17.79	37.50
Nauru	NRU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.35	0.75	1.00	44.17	0.49	77.67	-0.32	0.85	1.00	45.63	0.00	82.04	-0.40	0.83	1.00	42.11	0.00	79.43	0.01	0.85	1.00	58.10	2.38	89.05	-0.04	0.90	1.00	56.87	1.42	89.10	-0.02	0.94	1.00	58.77	0.00	90.52	-0.64	0.73	1.00	31.28	0.00	70.62	-0.47	0.89	1.00	37.98	0.00	79.81	-0.52	0.85	1.00	36.06	0.00	77.40	-0.43	0.99	1.00	39.42	0.00	84.62	-0.47	0.96	1.00	40.38	0.00	82.21	-0.55	0.88	1.00	33.65	0.00	80.77	-0.45	0.94	1.00	36.06	0.00	83.17
New Zealand	NZL	2.11	0.21	6.00	97.85	93.01	100.00	2.21	0.19	6.00	97.94	93.30	100.00	2.25	0.20	6.00	97.97	93.40	100.00	2.32	0.18	6.00	98.48	93.94	100.00	2.35	0.19	6.00	98.99	95.45	100.00	2.38	0.18	6.00	99.02	97.07	100.00	2.20	0.17	6.00	98.54	94.63	100.00	2.33	0.16	8.00	99.02	96.10	100.00	2.33	0.17	8.00	99.03	96.12	100.00	2.31	0.17	8.00	98.54	95.63	100.00	2.39	0.17	8.00	99.52	97.13	100.00	2.34	0.17	9.00	99.52	95.71	100.00	2.30	0.16	10.00	99.53	95.26	100.00	2.32	0.15	10.00	99.53	95.73	100.00	2.34	0.15	10.00	99.53	96.68	100.00	2.25	0.14	10.00	100.00	95.67	100.00	2.28	0.14	10.00	100.00	95.67	100.00	2.28	0.15	9.00	100.00	96.15	100.00	2.24	0.14	9.00	100.00	96.63	100.00	2.18	0.15	9.00	99.52	94.71	100.00	2.17	0.16	9.00	100.00	95.19	100.00
Oman	OMN	0.41	0.26	4.00	67.74	56.99	77.42	0.76	0.23	4.00	77.32	67.53	84.02	0.80	0.26	4.00	78.17	67.01	85.28	0.93	0.20	5.00	81.82	74.75	85.86	0.59	0.24	4.00	75.25	62.12	81.82	0.67	0.23	4.00	75.12	63.90	83.41	0.39	0.20	5.00	66.83	58.05	73.66	0.35	0.22	5.00	67.32	56.59	74.15	0.35	0.20	6.00	68.45	57.77	74.27	0.52	0.20	6.00	72.33	62.14	77.18	0.33	0.18	7.00	67.94	59.33	72.73	0.32	0.18	7.00	66.19	58.57	72.38	0.14	0.17	7.00	62.09	54.03	69.67	0.18	0.17	7.00	63.03	56.40	70.14	0.16	0.17	7.00	63.03	54.50	68.72	0.31	0.16	7.00	65.38	57.69	70.67	0.27	0.16	7.00	64.90	57.21	68.27	0.34	0.17	7.00	66.35	59.13	70.19	0.25	0.16	6.00	63.46	56.73	68.27	0.25	0.17	6.00	62.50	56.25	69.23	0.45	0.18	7.00	67.31	60.58	75.96
Pakistan	PAK	-1.22	0.26	4.00	7.53	0.00	25.27	-1.05	0.22	5.00	13.92	1.03	31.44	-0.84	0.22	6.00	24.37	6.60	36.04	-0.91	0.20	6.00	21.21	5.56	32.83	-0.76	0.18	9.00	25.76	11.11	39.39	-1.08	0.17	11.00	13.17	5.37	22.93	-1.05	0.16	11.00	14.15	5.37	22.93	-0.81	0.15	14.00	21.95	14.15	34.63	-0.82	0.16	14.00	20.87	12.62	34.47	-0.90	0.16	14.00	18.93	10.68	31.07	-1.07	0.16	14.00	14.83	3.83	22.01	-1.09	0.16	14.00	13.81	3.33	20.95	-1.08	0.15	15.00	14.69	4.74	20.85	-1.06	0.14	15.00	14.22	4.74	21.33	-0.96	0.14	14.00	17.54	9.95	26.07	-0.83	0.14	13.00	22.12	13.46	31.73	-0.81	0.14	13.00	21.63	13.46	31.73	-0.88	0.14	13.00	17.31	12.02	30.77	-0.78	0.13	13.00	22.60	14.90	31.25	-0.79	0.13	13.00	23.56	14.42	30.77	-0.85	0.14	12.00	21.15	12.98	29.81
Panama	PAN	-0.20	0.26	4.00	50.54	31.72	62.90	-0.08	0.22	5.00	54.12	40.72	63.92	-0.32	0.21	6.00	45.18	30.96	57.87	-0.30	0.19	7.00	46.46	32.32	59.09	-0.35	0.18	8.00	45.45	30.81	57.07	-0.27	0.17	10.00	49.76	34.63	56.10	-0.35	0.17	11.00	45.37	31.22	54.63	-0.32	0.17	12.00	43.41	32.20	56.10	-0.30	0.18	12.00	48.06	33.50	56.80	-0.09	0.17	12.00	54.85	42.23	62.14	-0.30	0.16	13.00	48.33	33.97	58.37	-0.32	0.16	13.00	47.14	32.38	56.67	-0.32	0.16	13.00	48.34	33.65	56.40	-0.36	0.14	13.00	45.02	33.18	54.98	-0.35	0.14	13.00	45.50	34.60	54.50	-0.34	0.14	12.00	46.15	33.17	53.85	-0.37	0.14	12.00	44.23	31.73	53.37	-0.49	0.14	13.00	35.58	24.52	48.08	-0.54	0.13	13.00	35.10	23.56	44.71	-0.55	0.13	13.00	32.69	24.04	42.79	-0.58	0.14	13.00	30.77	23.08	41.35
Palau	PLW	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.32	0.85	1.00	45.63	0.00	82.04	-0.40	0.83	1.00	42.11	0.00	79.43	-0.50	0.85	1.00	37.62	0.00	78.57	-0.53	0.90	1.00	36.02	0.00	78.67	-0.43	0.94	1.00	41.23	0.00	82.94	-0.64	0.73	1.00	31.28	0.00	70.62	-0.47	0.89	1.00	37.98	0.00	79.81	-0.52	0.85	1.00	36.06	0.00	77.40	-0.43	0.99	1.00	39.42	0.00	84.62	-0.47	0.96	1.00	40.38	0.00	82.21	-0.55	0.88	1.00	33.65	0.00	80.77	-0.45	0.94	1.00	36.06	0.00	83.17
Peru	PER	-0.40	0.24	5.00	41.94	25.27	57.53	-0.37	0.19	6.00	43.81	31.44	54.64	-0.39	0.21	6.00	41.62	27.92	57.36	-0.27	0.19	7.00	47.47	32.83	59.60	-0.08	0.18	8.00	56.57	42.93	62.12	-0.32	0.17	11.00	45.85	31.22	54.63	-0.33	0.17	11.00	46.83	33.66	55.12	-0.20	0.15	14.00	50.73	38.54	59.02	-0.25	0.16	15.00	50.00	36.89	57.77	-0.19	0.14	16.00	53.40	39.32	59.71	-0.31	0.15	16.00	47.37	33.97	56.46	-0.23	0.15	16.00	51.90	38.10	58.10	-0.22	0.14	17.00	52.13	39.34	57.35	-0.37	0.13	17.00	43.60	33.18	53.55	-0.42	0.13	16.00	41.23	31.28	51.66	-0.56	0.13	15.00	34.13	23.56	44.23	-0.53	0.13	15.00	34.62	24.52	46.63	-0.37	0.13	15.00	43.27	32.21	51.44	-0.50	0.12	15.00	38.94	25.96	45.19	-0.53	0.12	15.00	34.62	25.48	42.79	-0.45	0.13	15.00	36.54	27.88	47.12
Philippines	PHL	-0.36	0.19	7.00	45.70	30.65	54.30	-0.29	0.17	8.00	45.88	33.51	54.64	-0.51	0.16	8.00	35.53	26.40	47.21	-0.50	0.16	8.00	36.87	27.27	47.98	-0.58	0.15	9.00	34.34	21.72	45.45	-0.65	0.14	12.00	28.78	20.49	40.49	-0.62	0.14	12.00	32.20	20.98	42.93	-0.83	0.13	15.00	21.46	14.63	32.20	-0.72	0.14	15.00	27.67	18.45	36.89	-0.76	0.13	15.00	25.24	16.50	34.95	-0.77	0.13	15.00	24.40	17.70	33.97	-0.76	0.13	15.00	23.33	16.67	34.76	-0.67	0.14	16.00	27.96	19.43	39.81	-0.56	0.13	16.00	35.07	25.12	45.02	-0.38	0.13	15.00	43.60	34.60	54.03	-0.44	0.12	14.00	40.38	29.81	50.96	-0.45	0.12	14.00	39.90	28.85	50.00	-0.49	0.13	13.00	36.06	26.92	47.60	-0.48	0.12	13.00	39.42	26.44	45.19	-0.54	0.13	13.00	34.13	24.52	42.79	-0.57	0.13	13.00	31.25	23.56	41.35
Papua New Guinea	PNG	-0.43	0.26	4.00	40.32	22.04	57.53	-0.76	0.22	5.00	29.38	12.37	42.27	-0.83	0.22	6.00	25.38	7.11	36.04	-0.91	0.20	6.00	20.20	5.05	32.83	-0.88	0.20	7.00	19.70	8.08	34.85	-0.96	0.19	8.00	15.61	8.78	28.29	-1.13	0.18	8.00	13.17	2.44	20.98	-1.14	0.19	8.00	10.24	1.95	21.46	-1.11	0.19	8.00	11.65	2.91	21.84	-1.15	0.19	8.00	10.19	2.43	19.42	-1.23	0.20	8.00	6.70	0.48	19.14	-1.04	0.19	9.00	15.71	3.33	24.76	-1.02	0.18	9.00	16.11	4.74	23.70	-0.94	0.17	9.00	18.48	9.48	28.91	-0.96	0.17	9.00	17.06	8.53	28.91	-0.91	0.17	9.00	17.79	9.13	29.81	-0.94	0.17	9.00	16.35	10.10	28.37	-0.93	0.17	8.00	15.38	10.10	29.81	-0.90	0.15	8.00	16.83	12.02	28.37	-0.88	0.16	8.00	17.79	11.54	29.33	-0.99	0.17	8.00	16.83	9.62	25.96
Poland	POL	0.71	0.21	6.00	75.81	65.05	81.18	0.82	0.16	8.00	79.38	71.65	82.99	0.71	0.17	9.00	76.14	69.54	83.25	0.40	0.15	9.00	70.20	61.11	75.25	0.42	0.15	10.00	71.72	62.12	75.25	0.14	0.14	11.00	59.02	54.15	65.85	0.27	0.13	11.00	63.41	57.56	67.80	0.27	0.13	13.00	64.88	59.02	71.22	0.30	0.13	13.00	65.05	58.25	71.36	0.46	0.13	14.00	69.90	63.59	73.79	0.45	0.13	14.00	70.81	64.59	72.73	0.50	0.13	14.00	71.90	63.81	73.33	0.56	0.13	15.00	72.04	67.77	72.99	0.66	0.12	15.00	72.99	70.14	76.78	0.60	0.12	14.00	71.09	67.30	76.78	0.64	0.12	13.00	72.60	67.79	76.92	0.67	0.12	13.00	73.56	67.31	77.40	0.74	0.13	13.00	75.96	68.75	80.77	0.72	0.12	13.00	75.96	69.23	80.77	0.64	0.13	12.00	74.52	67.31	80.29	0.60	0.14	12.00	71.15	65.87	78.85
Puerto Rico	PRI	0.42	0.48	1.00	69.35	44.09	84.41	0.46	0.46	1.00	69.07	44.85	85.05	0.90	0.47	1.00	82.23	61.42	92.39	1.35	0.44	1.00	88.38	74.75	95.45	1.38	0.40	1.00	88.89	76.26	94.95	1.28	0.40	1.00	86.83	73.66	94.15	1.28	0.34	1.00	88.29	73.66	93.17	0.51	0.40	2.00	71.71	53.17	84.39	0.41	0.31	3.00	70.39	54.85	79.13	0.42	0.30	3.00	68.45	54.85	78.64	0.49	0.24	4.00	71.29	59.81	77.51	0.48	0.25	4.00	71.43	60.48	78.10	0.44	0.25	4.00	70.14	57.35	76.78	0.54	0.27	4.00	71.09	61.14	80.57	0.47	0.26	4.00	70.14	59.24	77.25	0.46	0.26	4.00	69.23	57.69	78.85	0.09	0.25	4.00	60.58	46.63	67.79	0.04	0.30	3.00	59.13	36.54	68.27	0.14	0.25	3.00	60.10	46.63	69.71	0.04	0.28	2.00	59.13	39.90	69.23	0.01	0.29	2.00	58.17	35.10	67.79
Korea. Dem. Rep.	PRK	-1.28	0.32	3.00	4.84	0.00	25.81	-1.25	0.32	3.00	6.70	0.00	29.90	-1.33	0.34	3.00	4.06	0.00	26.40	-1.03	0.32	3.00	12.63	0.00	35.86	-1.44	0.26	4.00	2.53	0.00	11.62	-1.38	0.20	6.00	4.39	0.00	14.15	-1.28	0.20	6.00	7.80	0.49	17.56	-1.44	0.21	6.00	2.93	0.00	12.20	-1.54	0.25	5.00	1.46	0.00	10.19	-1.52	0.24	5.00	1.94	0.00	11.17	-1.29	0.21	6.00	5.26	0.48	18.18	-1.28	0.20	6.00	5.71	0.95	17.14	-1.31	0.20	6.00	5.21	0.00	17.54	-1.28	0.18	6.00	5.69	0.00	17.06	-1.28	0.19	6.00	6.64	0.00	16.11	-1.30	0.19	5.00	7.69	0.48	14.90	-1.25	0.18	6.00	9.62	1.92	14.90	-1.44	0.18	6.00	5.29	0.00	12.02	-1.48	0.16	6.00	4.81	0.00	10.10	-1.57	0.17	6.00	1.92	0.00	9.13	-1.59	0.18	6.00	2.88	0.00	9.62
Portugal	PRT	1.37	0.21	6.00	89.25	81.18	91.94	1.29	0.19	6.00	85.57	81.96	92.27	1.19	0.20	6.00	85.28	79.19	90.86	1.26	0.18	6.00	85.86	81.82	90.91	1.16	0.19	6.00	83.84	77.78	90.91	1.14	0.17	7.00	84.88	79.51	90.73	1.07	0.17	7.00	82.44	74.63	89.27	1.02	0.16	9.00	81.46	74.15	88.29	1.04	0.17	9.00	82.04	74.27	88.83	1.07	0.16	9.00	82.52	74.27	88.83	1.09	0.17	9.00	82.78	74.64	88.52	1.09	0.17	9.00	82.86	74.76	88.57	1.11	0.17	9.00	83.89	76.30	89.10	0.96	0.15	10.00	80.57	73.46	83.89	0.95	0.15	10.00	80.57	73.93	83.41	0.95	0.14	10.00	79.81	74.04	82.69	0.96	0.14	10.00	80.29	75.48	84.13	0.93	0.15	10.00	80.29	73.56	83.65	0.87	0.13	10.00	80.77	73.56	82.21	0.85	0.14	10.00	80.29	72.60	82.21	0.76	0.16	9.00	77.40	68.75	81.25
Paraguay	PRY	-1.17	0.26	4.00	10.22	0.54	27.42	-1.34	0.22	5.00	3.09	0.52	17.01	-1.38	0.21	6.00	3.55	0.00	13.71	-1.34	0.19	7.00	2.53	0.00	13.13	-1.39	0.18	8.00	3.54	0.00	10.10	-1.37	0.17	10.00	5.37	0.49	12.68	-1.32	0.17	11.00	5.85	0.49	14.63	-1.14	0.17	13.00	9.76	3.90	19.51	-1.18	0.17	13.00	8.74	2.43	18.93	-0.98	0.17	13.00	16.50	4.85	28.16	-0.80	0.16	13.00	22.97	13.40	35.41	-0.73	0.16	13.00	25.71	16.67	39.05	-0.72	0.16	13.00	24.17	17.54	39.34	-0.86	0.15	14.00	20.38	11.85	31.75	-1.04	0.16	14.00	14.22	6.16	22.27	-0.97	0.15	13.00	15.38	9.13	27.40	-0.95	0.15	13.00	15.87	10.58	26.44	-0.71	0.15	13.00	26.92	13.94	36.54	-0.73	0.14	12.00	25.00	14.90	38.94	-0.84	0.14	12.00	21.15	12.98	29.33	-0.83	0.14	12.00	22.12	12.98	30.29
Qatar	QAT	-0.05	0.26	4.00	54.84	37.63	66.13	0.50	0.23	4.00	69.59	61.34	79.38	0.53	0.26	4.00	72.59	59.90	82.74	0.68	0.20	5.00	76.77	68.18	82.32	0.54	0.24	4.00	73.74	61.11	81.31	0.52	0.23	4.00	72.20	58.54	81.46	0.71	0.20	5.00	73.66	65.85	81.95	0.93	0.19	6.00	79.51	73.17	84.88	0.68	0.20	6.00	74.27	67.96	80.10	0.94	0.20	6.00	79.13	73.79	84.95	1.57	0.16	10.00	91.39	86.12	93.78	1.41	0.17	10.00	89.05	84.29	92.38	1.01	0.17	9.00	80.09	72.99	88.15	1.06	0.16	9.00	81.52	76.30	87.20	1.11	0.16	9.00	81.99	77.25	89.10	0.99	0.15	9.00	80.29	74.52	87.02	0.89	0.15	8.00	78.37	73.08	83.17	0.90	0.16	8.00	79.81	72.60	83.17	0.73	0.14	8.00	76.44	68.27	80.77	0.73	0.15	8.00	77.40	67.79	81.25	0.85	0.17	8.00	79.33	70.67	83.65
Réunion	REU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.00	0.40	1.00	82.93	65.85	91.71	0.80	0.34	1.00	77.56	61.95	89.27	0.78	0.42	1.00	76.59	59.51	91.71	0.79	0.42	1.00	76.70	59.71	91.75	0.81	0.40	1.00	77.18	61.65	91.75	0.84	0.43	1.00	77.03	61.24	90.91	0.82	0.43	1.00	77.14	60.95	90.95	0.80	0.42	1.00	75.83	61.14	89.57	0.79	0.43	1.00	76.30	60.66	90.52	0.79	0.44	1.00	76.78	59.72	89.57	0.64	0.42	1.00	74.04	55.29	88.94	0.63	0.42	1.00	72.60	55.77	89.42	0.64	0.42	1.00	72.12	55.77	89.42	0.64	0.40	1.00	73.08	56.73	88.46	0.63	0.40	1.00	73.56	56.25	87.50	0.62	0.41	1.00	72.60	54.33	88.46
Romania	ROM	-0.45	0.26	4.00	39.25	19.89	56.99	-0.62	0.19	6.00	31.96	19.59	44.85	-0.49	0.18	8.00	36.04	26.40	49.24	-0.44	0.16	8.00	40.40	29.80	52.53	-0.37	0.15	10.00	43.43	32.32	55.56	-0.30	0.14	12.00	46.83	35.61	54.15	-0.24	0.13	12.00	50.24	40.98	56.10	-0.16	0.13	15.00	53.17	40.49	58.54	-0.18	0.13	15.00	52.91	40.29	57.77	-0.14	0.13	14.00	53.88	43.20	59.71	-0.26	0.13	14.00	49.76	37.80	56.94	-0.23	0.13	14.00	52.38	40.48	56.67	-0.21	0.13	15.00	52.61	40.28	57.35	-0.26	0.12	15.00	48.82	38.86	56.40	-0.19	0.12	14.00	53.08	43.13	59.24	-0.11	0.12	14.00	53.85	46.63	59.13	-0.02	0.12	14.00	57.21	52.40	62.50	-0.02	0.13	13.00	57.21	50.00	62.02	-0.03	0.12	13.00	55.29	49.04	60.10	-0.12	0.13	13.00	52.40	43.75	59.62	-0.13	0.14	12.00	51.44	41.35	59.62
Russian Federation	RUS	-1.05	0.21	6.00	15.05	2.69	29.03	-0.98	0.16	8.00	16.49	6.70	30.93	-1.00	0.17	9.00	15.74	5.58	27.92	-0.93	0.15	9.00	19.70	7.07	31.31	-0.76	0.15	10.00	26.26	12.63	35.35	-0.80	0.14	11.00	23.90	14.15	33.66	-0.82	0.13	11.00	21.95	15.61	33.66	-0.91	0.13	14.00	19.51	10.73	27.80	-1.01	0.13	14.00	16.99	7.28	20.87	-1.11	0.13	14.00	12.14	4.37	17.96	-1.13	0.13	14.00	11.00	3.83	19.14	-1.09	0.13	14.00	13.33	3.81	19.52	-1.07	0.13	15.00	15.17	5.69	20.38	-1.04	0.12	15.00	14.69	8.53	21.33	-1.01	0.12	14.00	15.64	9.48	21.80	-0.92	0.12	13.00	17.31	12.50	27.40	-0.95	0.12	13.00	15.38	10.58	24.52	-0.82	0.13	13.00	19.71	12.98	32.21	-0.89	0.12	13.00	17.31	12.02	25.96	-0.85	0.13	12.00	20.67	12.98	27.88	-0.83	0.14	12.00	21.63	13.46	30.29
Rwanda	RWA	-0.75	0.34	2.00	26.88	3.76	50.54	-0.72	0.28	4.00	30.41	9.79	46.39	-0.60	0.27	4.00	31.98	13.71	53.30	-0.42	0.28	4.00	41.92	22.73	59.60	-0.47	0.24	5.00	39.90	20.20	56.57	-0.44	0.21	7.00	39.02	23.90	54.15	-0.62	0.21	7.00	31.71	17.07	49.27	-0.21	0.19	9.00	50.24	36.59	59.51	0.00	0.19	9.00	57.77	47.09	66.02	0.10	0.19	9.00	60.19	52.43	67.96	0.09	0.19	10.00	60.77	51.20	69.38	0.35	0.17	12.00	68.10	60.48	72.38	0.36	0.17	12.00	68.25	59.24	72.04	0.56	0.17	12.00	72.04	64.93	76.78	0.63	0.17	13.00	72.51	66.82	78.20	0.76	0.17	12.00	75.48	69.23	81.73	0.64	0.17	12.00	73.08	66.35	78.85	0.64	0.17	11.00	72.60	66.35	79.81	0.63	0.17	11.00	71.63	64.90	80.77	0.58	0.16	11.00	71.15	63.94	79.81	0.56	0.17	11.00	70.67	63.46	78.85
Samoa	WSM	-0.03	0.48	1.00	56.45	25.27	76.34	-0.09	0.38	2.00	53.61	30.93	71.65	0.09	0.31	3.00	59.90	39.09	73.60	0.07	0.32	3.00	60.10	39.90	74.75	0.08	0.30	3.00	60.10	40.91	74.24	0.13	0.29	3.00	58.54	43.41	73.17	0.18	0.27	3.00	59.02	49.27	71.71	0.24	0.31	3.00	62.93	46.83	74.15	0.25	0.31	3.00	63.11	49.03	74.27	0.21	0.31	3.00	62.62	47.57	74.27	0.12	0.30	4.00	61.24	42.58	72.25	0.12	0.30	4.00	61.43	42.38	72.38	0.10	0.30	4.00	60.66	42.65	72.04	0.11	0.30	4.00	61.61	43.13	72.04	0.15	0.30	4.00	62.56	45.02	72.51	0.30	0.33	3.00	64.90	50.00	76.92	0.29	0.31	3.00	65.38	50.96	76.92	0.28	0.31	3.00	65.38	50.00	76.92	0.66	0.31	3.00	74.04	60.10	83.17	0.64	0.31	3.00	75.00	60.10	83.17	0.64	0.32	3.00	73.08	59.62	83.65
