Papua New Guinea	PNG	-0.43	0.31	4.00	33.15	17.39	58.15	-0.53	0.30	5.00	26.42	13.99	52.33	-0.47	0.28	6.00	32.31	14.87	53.85	-0.58	0.23	6.00	29.08	18.88	45.41	-0.63	0.18	6.00	26.02	17.86	43.37	-0.78	0.19	7.00	21.18	13.79	34.98	-0.99	0.17	7.00	17.16	9.80	24.51	-0.76	0.20	7.00	22.06	14.71	36.76	-0.60	0.20	7.00	28.16	18.45	46.12	-0.69	0.18	8.00	25.24	16.02	40.29	-0.57	0.17	8.00	31.58	22.01	44.50	-0.56	0.17	8.00	32.54	22.49	42.58	-0.52	0.17	8.00	34.12	23.22	43.13	-0.51	0.18	8.00	33.18	23.22	45.02	-0.51	0.19	8.00	33.18	23.22	45.50	-0.34	0.20	8.00	39.90	28.37	52.88	-0.55	0.19	8.00	31.25	19.71	46.15	-0.56	0.20	8.00	29.81	18.27	45.67	-0.65	0.20	8.00	27.88	14.90	38.94	-0.53	0.20	8.00	32.21	17.31	45.67	-0.54	0.20	8.00	32.69	17.31	45.19
Poland	POL	0.72	0.27	7.00	72.28	62.50	83.70	0.72	0.24	8.00	74.09	64.77	85.49	0.75	0.21	9.00	76.41	66.15	83.08	0.77	0.19	10.00	73.98	66.84	81.63	0.74	0.17	10.00	73.47	67.35	78.57	0.82	0.17	10.00	75.86	67.98	80.30	0.83	0.15	10.00	72.55	66.18	79.41	0.73	0.17	11.00	72.06	64.22	79.90	0.77	0.17	11.00	73.79	65.53	82.04	0.83	0.18	11.00	75.24	66.99	82.52	0.95	0.17	11.00	77.99	72.73	85.65	0.98	0.16	11.00	79.90	74.16	85.17	0.93	0.15	12.00	78.20	74.41	84.83	0.96	0.17	12.00	78.67	73.46	86.73	1.05	0.17	12.00	81.04	74.41	88.15	1.05	0.17	12.00	81.25	75.48	89.42	1.00	0.17	12.00	80.29	73.08	86.54	0.95	0.17	11.00	79.81	73.56	85.10	0.88	0.18	10.00	78.85	72.12	83.65	0.88	0.20	9.00	78.85	71.63	85.58	1.01	0.18	10.00	81.25	74.04	87.50
Puerto Rico	PRI	1.27	0.39	1.00	88.04	69.57	98.91	1.30	0.45	1.00	89.64	68.91	98.96	1.28	0.43	1.00	88.21	70.77	98.97	1.22	0.37	1.00	84.69	70.41	97.96	1.20	0.28	1.00	85.20	73.47	94.39	0.87	0.32	1.00	77.83	64.53	88.18	1.11	0.21	1.00	82.84	71.08	90.69	1.10	0.31	1.00	82.84	68.14	94.61	1.00	0.33	2.00	80.10	65.05	92.72	1.02	0.35	2.00	80.10	63.59	93.69	0.89	0.31	3.00	76.08	63.16	89.47	0.86	0.33	3.00	76.08	59.81	89.95	0.86	0.34	3.00	76.78	60.19	91.00	0.92	0.33	3.00	77.73	63.03	91.00	0.85	0.32	3.00	77.25	61.61	89.57	0.89	0.34	3.00	78.85	63.94	90.38	0.99	0.32	3.00	79.81	68.27	91.83	0.95	0.36	2.00	79.33	65.87	91.83	0.87	0.33	3.00	78.37	65.38	89.90	0.95	0.37	2.00	80.29	64.90	91.35	0.73	0.36	2.00	74.52	61.06	87.98
Korea. Dem. Rep.	PRK	-2.28	0.35	3.00	0.54	0.00	3.80	-2.16	0.39	3.00	1.55	0.00	7.25	-2.18	0.37	3.00	1.03	0.00	6.67	-1.88	0.26	4.00	2.55	0.00	7.14	-2.04	0.21	4.00	1.02	0.00	2.55	-2.27	0.20	6.00	0.99	0.00	1.97	-2.27	0.17	6.00	0.00	0.00	1.47	-2.28	0.21	6.00	0.49	0.00	2.45	-2.27	0.24	5.00	0.49	0.00	2.43	-2.19	0.23	5.00	0.97	0.00	2.43	-2.40	0.20	6.00	0.48	0.00	1.91	-2.45	0.21	6.00	0.00	0.00	1.44	-2.45	0.21	6.00	0.00	0.00	0.95	-2.53	0.22	6.00	0.00	0.00	0.95	-2.53	0.22	6.00	0.00	0.00	0.95	-2.19	0.24	5.00	0.00	0.00	2.88	-2.33	0.23	6.00	0.00	0.00	1.92	-2.33	0.23	6.00	0.00	0.00	2.40	-2.34	0.22	6.00	0.00	0.00	1.92	-2.36	0.22	6.00	0.48	0.00	2.40	-2.40	0.22	6.00	0.00	0.00	2.40
Portugal	PRT	1.22	0.28	6.00	85.33	72.28	96.20	1.14	0.28	6.00	86.01	73.06	94.30	0.96	0.24	6.00	81.03	70.26	89.74	1.29	0.23	6.00	86.22	77.04	94.90	1.26	0.20	6.00	86.73	76.02	92.35	1.20	0.21	6.00	84.24	76.85	91.63	1.28	0.17	6.00	87.75	77.45	93.14	1.07	0.21	7.00	81.37	71.57	91.18	1.08	0.22	7.00	83.01	71.84	91.26	1.10	0.23	7.00	82.04	73.30	91.75	0.99	0.22	7.00	79.90	70.81	88.04	0.72	0.24	7.00	75.12	61.24	81.82	0.63	0.23	7.00	71.56	57.35	80.09	0.83	0.23	8.00	75.83	66.35	86.26	0.80	0.22	8.00	75.83	65.40	85.78	0.75	0.23	8.00	74.52	65.38	83.17	0.96	0.22	8.00	79.33	72.12	88.46	0.84	0.23	8.00	76.44	68.27	85.10	0.91	0.22	8.00	79.33	71.15	86.54	0.89	0.22	8.00	79.33	70.19	86.06	0.97	0.22	8.00	77.88	72.60	88.46
Paraguay	PRY	-0.49	0.31	4.00	29.35	15.76	54.89	-0.70	0.30	5.00	23.83	10.88	43.01	-0.82	0.25	6.00	18.97	10.77	33.33	-0.57	0.21	7.00	31.12	19.39	45.41	-0.72	0.18	7.00	21.94	15.82	39.29	-0.73	0.18	8.00	22.66	14.78	37.93	-0.85	0.16	8.00	21.08	13.73	28.92	-0.69	0.19	8.00	23.53	16.18	41.18	-0.59	0.20	8.00	29.13	18.45	45.63	-0.52	0.19	8.00	33.50	20.39	47.57	-0.44	0.18	9.00	35.89	25.36	47.85	-0.36	0.17	9.00	40.19	27.27	50.72	-0.37	0.17	9.00	38.39	27.96	50.71	-0.32	0.19	9.00	41.71	28.44	53.08	-0.31	0.19	9.00	42.65	30.33	53.08	-0.28	0.20	9.00	43.27	29.33	54.33	-0.27	0.19	9.00	44.71	29.81	54.33	-0.30	0.20	9.00	42.31	27.88	53.85	-0.23	0.21	8.00	44.23	29.33	58.17	-0.08	0.21	8.00	52.40	36.06	63.46	-0.20	0.19	9.00	46.63	33.17	59.62
Qatar	QAT	0.17	0.33	3.00	61.96	36.96	71.74	0.07	0.34	4.00	56.48	28.50	72.54	0.00	0.32	4.00	54.36	29.74	68.72	0.30	0.25	5.00	63.27	51.02	70.92	0.23	0.22	4.00	60.20	50.00	67.86	0.17	0.23	4.00	60.10	46.80	67.98	0.26	0.18	5.00	60.29	53.43	65.69	0.31	0.22	6.00	60.29	53.43	70.10	0.40	0.22	6.00	64.08	54.85	72.82	0.65	0.22	6.00	71.36	59.71	79.61	0.68	0.19	8.00	73.21	62.20	79.90	0.60	0.20	8.00	71.29	58.85	78.47	0.50	0.20	7.00	68.72	55.92	75.83	0.80	0.21	8.00	75.36	65.88	84.83	0.75	0.21	8.00	73.93	63.51	81.99	0.57	0.22	8.00	71.15	59.13	78.85	0.68	0.21	8.00	73.08	63.94	80.29	0.70	0.22	8.00	74.04	64.90	82.69	0.42	0.21	8.00	67.79	57.21	75.96	0.60	0.21	8.00	73.08	62.50	80.29	0.68	0.21	8.00	74.04	64.42	81.25
Réunion	REU	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.21	0.32	1.00	85.22	72.41	96.06	1.11	0.21	1.00	82.84	71.08	90.69	1.10	0.31	1.00	82.84	68.14	94.61	1.13	0.37	1.00	84.47	67.96	96.60	1.15	0.38	1.00	84.47	66.02	96.60	1.16	0.41	1.00	83.73	65.55	99.52	1.14	0.46	1.00	83.25	63.16	100.00	1.13	0.46	1.00	83.41	61.61	98.58	1.09	0.50	1.00	81.52	58.77	99.05	1.09	0.50	1.00	81.99	59.24	99.05	1.24	0.51	1.00	87.98	66.35	99.52	1.28	0.46	1.00	87.98	69.71	99.04	1.24	0.49	1.00	86.06	68.27	98.56	1.21	0.47	1.00	85.58	68.75	98.08	1.19	0.49	1.00	85.58	65.87	98.08	1.23	0.49	1.00	86.06	66.83	99.52
Romania	ROM	0.03	0.30	5.00	55.98	30.43	65.76	0.22	0.28	6.00	61.14	40.93	73.06	-0.11	0.23	8.00	48.72	31.79	63.59	0.04	0.20	9.00	56.63	43.37	64.80	-0.04	0.17	10.00	54.08	44.39	60.71	0.16	0.17	11.00	59.61	49.75	65.52	0.23	0.15	11.00	59.31	53.43	64.22	0.46	0.17	12.00	64.71	56.86	72.06	0.51	0.17	12.00	67.48	57.77	73.79	0.58	0.18	11.00	67.96	60.19	75.73	0.60	0.17	11.00	70.81	62.20	75.60	0.64	0.16	11.00	71.77	62.68	77.99	0.66	0.15	12.00	73.93	62.56	77.73	0.55	0.17	12.00	69.19	58.77	75.83	0.61	0.17	12.00	72.04	62.09	77.25	0.58	0.17	12.00	71.63	62.98	76.44	0.60	0.17	12.00	72.12	63.94	76.92	0.59	0.17	11.00	70.67	64.90	76.44	0.49	0.18	10.00	70.19	61.54	75.96	0.43	0.18	10.00	67.79	60.58	75.00	0.46	0.18	10.00	67.31	62.02	74.52
Russian Federation	RUS	-0.43	0.27	7.00	32.61	21.20	54.35	-0.51	0.24	8.00	27.98	16.58	48.70	-0.58	0.21	9.00	27.18	14.87	41.03	-0.24	0.19	10.00	43.88	31.12	57.65	-0.15	0.17	10.00	49.49	39.29	57.65	-0.12	0.17	10.00	49.75	39.41	58.62	-0.13	0.15	10.00	50.98	41.67	57.35	-0.40	0.17	11.00	40.20	23.53	50.98	-0.30	0.17	11.00	42.72	29.13	53.40	-0.39	0.18	11.00	39.81	25.24	51.94	-0.34	0.17	11.00	40.67	29.19	51.20	-0.35	0.16	11.00	40.67	27.75	49.76	-0.35	0.15	12.00	39.81	29.38	50.71	-0.34	0.17	12.00	40.28	29.38	50.71	-0.35	0.17	12.00	39.81	29.86	49.29	-0.39	0.17	12.00	38.46	28.37	50.00	-0.52	0.17	12.00	32.21	24.52	46.15	-0.42	0.17	11.00	37.02	25.48	49.52	-0.48	0.18	10.00	32.69	23.08	46.63	-0.55	0.20	9.00	31.25	16.35	44.23	-0.43	0.18	10.00	36.06	23.08	49.52
Rwanda	RWA	-1.34	0.36	2.00	9.24	1.63	23.37	-1.06	0.30	4.00	13.99	7.25	25.39	-1.01	0.28	4.00	13.85	6.67	28.21	-0.71	0.25	5.00	22.96	12.24	43.37	-0.71	0.21	5.00	23.47	15.31	40.82	-0.66	0.20	6.00	25.12	15.27	41.87	-0.98	0.18	6.00	18.14	9.80	25.49	-0.66	0.19	7.00	25.49	17.16	43.14	-0.64	0.19	7.00	26.70	16.99	41.75	-0.51	0.18	7.00	34.47	20.39	47.57	-0.32	0.18	7.00	42.11	28.23	52.63	-0.20	0.17	8.00	46.41	35.41	54.07	-0.14	0.17	8.00	48.34	36.02	55.45	-0.10	0.18	9.00	49.76	37.44	57.35	0.01	0.18	9.00	53.55	43.60	60.19	0.25	0.19	9.00	61.06	51.44	70.19	0.24	0.18	9.00	61.54	51.92	69.71	0.11	0.19	9.00	57.69	47.12	67.79	0.15	0.18	9.00	60.58	47.12	68.75	0.09	0.18	9.00	58.65	45.19	65.87	0.08	0.18	9.00	58.17	45.19	65.87
Samoa	WSM	0.03	0.36	2.00	57.07	25.54	69.57	-0.17	0.35	3.00	44.04	22.80	65.80	0.06	0.31	4.00	56.92	32.31	70.77	0.04	0.32	3.00	56.12	34.69	69.39	0.07	0.24	3.00	56.63	43.88	67.35	-0.03	0.26	3.00	54.19	35.47	64.53	-0.06	0.20	3.00	52.94	41.18	60.29	-0.06	0.27	3.00	52.45	33.82	62.75	-0.07	0.28	3.00	51.94	31.07	63.59	-0.27	0.24	4.00	46.12	26.21	55.34	-0.23	0.22	5.00	45.45	29.67	55.50	-0.25	0.22	5.00	43.06	28.71	54.07	-0.30	0.22	5.00	42.18	27.49	54.03	-0.33	0.23	5.00	40.76	26.07	53.55	-0.25	0.24	5.00	45.02	29.38	56.87	-0.19	0.28	4.00	47.60	28.37	61.06	-0.08	0.26	4.00	50.96	32.69	63.94	-0.10	0.29	4.00	50.96	28.85	66.83	-0.08	0.28	4.00	52.40	30.77	65.87	-0.11	0.29	4.00	49.52	29.81	65.38	-0.22	0.29	4.00	45.19	24.52	63.46
Saudi Arabia	SAU	-0.31	0.31	4.00	41.30	22.83	61.96	-0.27	0.34	4.00	39.90	18.65	63.21	-0.10	0.32	4.00	49.74	24.62	66.15	-0.05	0.23	6.00	53.06	38.27	63.78	0.11	0.20	5.00	57.65	47.96	66.84	0.05	0.21	5.00	56.16	45.32	64.53	0.11	0.17	5.00	56.86	49.02	62.75	-0.04	0.21	6.00	53.43	40.69	59.80	0.02	0.21	7.00	53.88	41.75	62.14	0.12	0.21	7.00	55.34	47.09	64.08	0.16	0.20	7.00	56.94	47.85	66.03	0.16	0.20	7.00	55.98	46.41	67.94	0.03	0.21	6.00	53.55	41.71	61.61	0.10	0.23	7.00	55.92	43.60	67.30	0.08	0.22	7.00	54.98	44.55	65.40	0.00	0.23	7.00	53.85	38.46	65.38	0.03	0.22	7.00	54.33	42.31	66.35	0.08	0.22	8.00	55.77	43.75	67.79	0.00	0.21	8.00	54.81	38.46	65.87	-0.08	0.21	8.00	51.92	36.06	63.46	-0.07	0.21	8.00	51.92	36.54	63.94
Sudan	SDN	-1.36	0.31	4.00	8.70	1.63	21.20	-1.34	0.27	6.00	8.29	4.66	17.10	-1.42	0.26	5.00	7.18	3.59	13.85	-1.27	0.22	6.00	9.18	4.08	19.39	-1.33	0.19	6.00	8.67	2.55	15.82	-1.17	0.18	7.00	11.82	5.91	18.23	-1.42	0.16	7.00	7.35	2.94	11.76	-1.22	0.19	7.00	10.78	3.92	18.63	-1.32	0.19	7.00	6.80	2.91	16.50	-1.48	0.18	7.00	4.85	2.43	12.14	-1.26	0.17	8.00	7.66	4.78	17.22	-1.35	0.17	8.00	6.70	3.35	14.35	-1.31	0.17	8.00	8.06	3.32	15.17	-1.49	0.18	9.00	5.69	2.37	10.90	-1.45	0.18	9.00	6.16	2.37	11.85	-1.44	0.18	9.00	5.29	2.88	10.58	-1.49	0.18	9.00	4.81	2.40	9.62	-1.49	0.18	9.00	4.81	2.88	9.13	-1.56	0.18	9.00	4.33	2.88	8.17	-1.62	0.18	9.00	3.85	2.88	7.21	-1.67	0.17	9.00	3.85	2.40	6.73
Senegal	SEN	-0.13	0.31	4.00	50.00	25.00	64.67	-0.15	0.27	6.00	47.67	25.39	63.21	-0.10	0.25	6.00	50.26	30.77	64.10	-0.17	0.21	7.00	46.94	34.18	59.18	-0.21	0.18	8.00	47.96	32.14	56.63	-0.26	0.18	8.00	46.31	29.56	54.68	-0.24	0.16	8.00	47.06	35.29	54.41	-0.31	0.18	9.00	44.61	28.92	53.92	-0.35	0.17	10.00	40.29	26.21	51.46	-0.32	0.17	10.00	44.66	30.10	52.43	-0.30	0.16	10.00	44.02	32.06	52.63	-0.28	0.16	10.00	42.58	33.01	53.11	-0.21	0.16	11.00	45.50	35.07	53.55	-0.08	0.17	11.00	50.71	39.34	57.35	-0.05	0.17	11.00	52.61	41.23	58.29	-0.22	0.17	11.00	46.15	32.69	54.33	-0.16	0.17	11.00	49.52	36.54	56.25	-0.14	0.17	11.00	49.04	36.06	57.69	-0.15	0.17	11.00	49.04	35.58	58.65	-0.11	0.16	11.00	50.00	36.06	61.06	-0.11	0.16	11.00	50.00	36.54	61.54
Singapore	SGP	2.18	0.28	6.00	100.00	96.74	100.00	2.23	0.28	6.00	100.00	96.37	100.00	2.14	0.24	6.00	100.00	94.87	100.00	1.94	0.21	7.00	100.00	93.37	100.00	1.82	0.18	7.00	98.47	90.82	100.00	1.77	0.19	7.00	98.03	90.15	100.00	1.75	0.16	7.00	99.51	90.69	100.00	1.75	0.19	8.00	98.04	91.18	100.00	1.81	0.20	8.00	98.06	91.26	100.00	1.87	0.20	8.00	98.54	93.20	100.00	1.78	0.19	8.00	97.61	91.87	100.00	1.79	0.20	8.00	98.09	92.34	100.00	1.79	0.19	9.00	96.68	91.94	100.00	1.97	0.20	9.00	100.00	94.31	100.00	1.97	0.20	9.00	100.00	94.31	100.00	2.23	0.21	9.00	100.00	98.56	100.00	2.26	0.20	9.00	100.00	99.04	100.00	2.18	0.20	9.00	100.00	96.63	100.00	2.12	0.20	9.00	99.52	95.19	100.00	2.13	0.20	9.00	99.52	97.12	100.00	2.16	0.20	9.00	100.00	97.12	100.00
Solomon Islands	SLB	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-1.14	0.58	1.00	12.44	2.59	43.01	-1.39	0.50	2.00	8.72	0.00	28.21	-1.69	0.54	2.00	3.57	0.00	20.92	-2.63	0.43	2.00	0.00	0.00	2.04	-1.32	0.26	3.00	8.37	2.46	17.73	-0.96	0.20	3.00	18.63	9.80	27.45	-1.08	0.27	3.00	15.20	4.41	26.47	-1.11	0.27	4.00	14.08	3.88	25.73	-1.20	0.22	5.00	11.17	3.40	19.90	-1.20	0.22	5.00	9.09	4.31	22.49	-1.19	0.22	5.00	9.09	4.78	22.49	-1.04	0.22	5.00	14.69	6.64	26.54	-1.04	0.23	5.00	15.64	7.11	27.96	-1.10	0.24	5.00	13.27	5.69	25.12	-1.08	0.26	5.00	12.02	4.33	28.37	-0.95	0.25	5.00	16.35	5.29	31.25	-0.96	0.27	5.00	15.38	5.77	31.73	-0.80	0.28	4.00	21.15	8.65	38.46	-0.83	0.29	4.00	18.27	7.69	36.54	-0.83	0.29	4.00	18.27	7.21	37.98
Sierra Leone	SLE	-1.53	0.35	3.00	5.43	1.09	17.39	-1.24	0.29	5.00	10.36	5.18	21.76	-1.33	0.29	4.00	9.23	3.59	17.44	-1.23	0.23	6.00	10.71	4.59	20.41	-1.12	0.19	6.00	13.78	5.10	20.41	-1.02	0.19	7.00	15.27	7.88	23.15	-1.09	0.17	7.00	14.71	7.84	21.57	-1.14	0.19	7.00	12.75	5.88	21.08	-1.07	0.19	7.00	16.02	6.31	21.84	-0.98	0.19	7.00	16.50	7.77	26.21	-0.79	0.17	8.00	23.92	13.88	33.97	-0.74	0.17	8.00	25.84	17.22	35.89	-0.71	0.17	8.00	26.07	18.48	36.02	-0.70	0.17	11.00	26.54	18.01	36.97	-0.71	0.17	11.00	25.59	17.06	36.02	-0.81	0.17	11.00	24.52	11.54	32.21	-0.90	0.17	11.00	18.75	11.06	28.85	-0.93	0.17	10.00	16.83	9.13	26.92	-0.92	0.17	10.00	15.87	10.58	27.88	-0.89	0.17	10.00	15.87	9.62	29.81	-0.88	0.17	9.00	17.31	9.62	29.33
El Salvador	SLV	-0.19	0.29	5.00	46.74	24.46	62.50	0.26	0.30	5.00	62.18	40.41	75.13	0.14	0.25	6.00	58.97	39.49	68.72	0.02	0.21	7.00	55.10	42.35	64.80	-0.14	0.18	7.00	50.00	38.27	58.16	0.06	0.18	8.00	57.14	46.80	64.53	-0.18	0.16	8.00	49.02	38.24	55.88	0.04	0.19	8.00	54.90	45.10	61.27	0.19	0.20	8.00	57.77	50.97	67.48	0.21	0.19	8.00	57.28	51.94	66.02	0.32	0.18	8.00	62.20	53.11	70.81	0.36	0.18	8.00	61.72	53.59	74.16	0.47	0.17	9.00	67.30	55.92	75.83	0.33	0.18	10.00	59.72	53.55	72.51	0.31	0.18	10.00	61.14	53.55	71.56	0.32	0.19	10.00	63.46	53.85	72.12	0.20	0.18	10.00	59.62	49.52	69.23	0.09	0.19	10.00	57.21	46.15	66.83	-0.15	0.20	9.00	47.60	32.21	61.06	0.04	0.18	10.00	57.21	42.79	64.42	0.02	0.18	10.00	56.25	41.35	64.42
San Marino	SMR	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Somalia	SOM	-2.35	0.37	2.00	0.00	0.00	3.26	-2.40	0.36	3.00	0.00	0.00	4.15	-2.45	0.34	3.00	0.00	0.00	3.08	-2.06	0.27	3.00	0.00	0.00	4.08	-2.08	0.21	4.00	0.51	0.00	2.55	-2.31	0.21	5.00	0.49	0.00	1.97	-2.15	0.18	5.00	0.98	0.00	1.47	-2.55	0.21	5.00	0.00	0.00	0.49	-2.53	0.22	5.00	0.00	0.00	0.97	-2.65	0.23	4.00	0.00	0.00	0.00	-2.56	0.20	5.00	0.00	0.00	1.44	-2.39	0.21	5.00	0.48	0.00	1.91	-2.38	0.21	5.00	0.47	0.00	1.42	-2.25	0.23	6.00	0.47	0.00	1.90	-2.22	0.22	6.00	0.95	0.00	1.42	-2.12	0.22	6.00	0.96	0.00	2.88	-2.15	0.21	6.00	0.96	0.00	2.40	-2.27	0.19	7.00	0.96	0.00	2.40	-2.29	0.19	7.00	0.48	0.00	1.92	-2.25	0.19	7.00	1.44	0.00	2.88	-2.20	0.19	7.00	1.92	0.00	2.88
São Tomé and Principe	STP	-0.65	0.39	1.00	25.00	9.78	53.80	-1.07	0.31	3.00	13.47	6.74	25.91	-0.75	0.29	3.00	21.03	10.77	39.49	-0.46	0.30	3.00	36.22	18.88	55.10	-0.57	0.24	3.00	28.57	17.35	48.98	-0.83	0.24	4.00	20.20	10.34	36.95	-0.87	0.19	4.00	20.59	11.76	30.39	-0.64	0.22	5.00	25.98	16.18	44.61	-0.75	0.22	5.00	22.33	14.08	38.35	-0.71	0.20	6.00	24.27	16.02	40.29	-0.74	0.21	5.00	25.36	12.44	38.28	-0.84	0.20	6.00	22.49	9.09	33.97	-0.73	0.20	6.00	24.64	13.74	36.49	-0.78	0.21	6.00	24.17	11.85	36.02	-0.79	0.20	6.00	23.70	12.32	35.07	-0.80	0.21	6.00	25.48	10.58	34.13	-0.77	0.20	6.00	25.48	12.50	36.06	-0.81	0.21	6.00	21.15	10.58	33.65	-0.83	0.21	6.00	18.75	11.06	32.21	-0.84	0.21	6.00	17.79	9.13	33.17	-0.91	0.21	6.00	15.87	8.65	30.29
Suriname	SUR	-0.54	0.35	3.00	26.63	13.04	55.43	-0.52	0.39	3.00	26.94	11.40	56.99	-0.57	0.37	3.00	28.21	12.31	55.38	-0.66	0.29	3.00	26.02	12.24	46.43	-0.54	0.24	3.00	31.12	17.86	49.49	-0.64	0.25	4.00	26.11	14.78	46.80	-0.52	0.19	4.00	33.82	21.57	48.04	-0.52	0.24	5.00	30.88	18.63	50.98	-0.59	0.26	5.00	28.64	16.02	50.97	-0.54	0.26	5.00	32.52	16.50	51.94	-0.61	0.23	6.00	29.19	16.75	45.45	-0.67	0.24	6.00	27.27	14.35	42.58	-0.58	0.25	6.00	31.75	18.48	47.39	-0.47	0.25	6.00	34.12	21.80	51.66	-0.44	0.25	6.00	35.55	22.27	52.61	-0.63	0.28	5.00	28.85	11.54	48.08	-0.61	0.25	5.00	29.33	13.94	47.12	-0.63	0.25	5.00	27.88	12.50	46.15	-0.54	0.25	5.00	31.73	15.38	49.52	-0.65	0.25	5.00	26.92	12.02	43.27	-0.68	0.24	5.00	25.48	11.54	40.87
Slovak Republic	SVK	0.67	0.28	6.00	71.20	62.50	83.70	0.51	0.25	7.00	68.91	56.48	79.27	0.57	0.23	8.00	70.26	59.49	80.00	0.96	0.19	10.00	78.06	70.41	85.71	0.97	0.17	10.00	78.57	71.43	85.71	1.14	0.17	10.00	82.76	77.34	89.16	1.16	0.15	10.00	83.82	75.49	90.69	1.13	0.18	10.00	84.80	73.53	91.18	1.02	0.18	10.00	81.07	71.84	86.89	1.12	0.18	10.00	82.52	74.76	91.26	1.05	0.18	10.00	81.34	73.68	87.56	1.00	0.18	10.00	80.86	74.16	85.65	1.00	0.17	10.00	80.09	75.36	86.73	1.05	0.19	10.00	80.57	74.41	89.57	0.93	0.19	10.00	78.67	72.04	86.26	0.89	0.20	10.00	78.37	70.19	87.02	0.79	0.20	10.00	75.00	68.75	82.21	0.89	0.20	9.00	78.85	70.19	85.10	0.82	0.21	8.00	76.44	69.71	83.65	0.81	0.21	8.00	75.96	68.27	83.65	1.01	0.21	8.00	79.81	73.08	88.94
Slovenia	SVN	1.09	0.31	4.00	83.70	69.02	95.11	1.07	0.28	6.00	84.97	70.98	92.75	0.69	0.21	9.00	73.85	64.10	82.56	0.89	0.19	10.00	76.02	69.90	84.18	0.90	0.17	10.00	76.02	68.88	82.65	0.85	0.18	9.00	77.34	67.98	82.76	0.89	0.16	9.00	75.49	68.14	82.84	0.80	0.18	9.00	73.04	64.71	81.37	0.80	0.18	10.00	74.76	67.48	83.50	0.83	0.18	10.00	75.73	66.02	83.01	0.92	0.18	10.00	77.51	70.81	85.17	0.76	0.18	10.00	75.60	66.51	81.82	0.70	0.18	9.00	74.88	63.03	79.15	0.63	0.18	11.00	72.99	60.19	77.73	0.63	0.18	11.00	72.51	61.61	78.20	0.66	0.19	11.00	73.08	64.42	79.33	0.63	0.18	11.00	72.60	63.94	78.85	0.64	0.19	10.00	73.08	64.90	78.85	0.58	0.20	9.00	72.12	63.94	78.85	0.65	0.20	9.00	73.56	64.42	81.25	1.01	0.20	9.00	80.29	74.04	88.46
Sweden	SWE	1.32	0.28	6.00	89.13	76.09	97.28	1.22	0.28	6.00	87.05	75.13	95.34	1.41	0.24	6.00	90.26	81.54	95.90	1.64	0.23	6.00	94.90	85.20	100.00	1.64	0.20	6.00	94.39	87.76	100.00	1.68	0.21	6.00	95.57	87.68	100.00	1.53	0.17	6.00	92.65	86.27	100.00	1.44	0.21	7.00	91.67	81.37	98.04	1.57	0.22	7.00	93.69	85.92	99.51	1.64	0.23	7.00	95.15	86.89	100.00	1.65	0.22	7.00	95.69	86.12	100.00	1.66	0.24	7.00	95.22	85.17	100.00	1.90	0.22	8.00	99.05	92.42	100.00	1.91	0.23	8.00	99.05	91.94	100.00	1.91	0.22	8.00	99.05	91.94	100.00	1.81	0.23	8.00	96.63	90.38	99.52	1.82	0.22	8.00	97.12	91.83	99.04	1.85	0.23	8.00	97.12	91.35	100.00	1.80	0.22	8.00	95.67	90.87	99.52	1.83	0.22	8.00	97.60	90.38	99.52	1.80	0.22	8.00	96.63	90.38	100.00
